Shop_ID,Kod,Ilosc,StawkaVAT,shop_zn,shop_sb,shop_sn,data
446,29580003758,3.0,0.0,1.95,2.69,2.69,2024-01-03
446,5716657732344,2.0,0.0,2.0,2.81,2.81,2024-01-03
446,4425250506154,2.0,23.0,2.04,3.49,2.84,2024-01-03
446,31552535,2.0,8.0,1.73,2.54,2.35,2024-01-03
446,4427820526106,7.0,0.0,2.47,3.29,3.29,2024-01-03
446,29580003757,8.0,0.0,2.02,2.51,2.51,2024-01-03
446,4425250506154,8.0,23.0,2.26,3.86,3.14,2024-01-03
446,29580003758,5.0,0.0,2.63,3.64,3.64,2024-01-03
446,29580003809,5.0,0.0,3.31,4.14,4.14,2024-01-03
446,4430301750258,8.0,8.0,4.98,6.86,6.34,2024-01-03
446,4429445281137,6.0,23.0,14.81,24.13,19.61,2024-01-03
446,4425353255007,4.0,23.0,11.47,18.91,15.38,2024-01-03
446,4426558515000,8.0,23.0,1.77,2.54,2.08,2024-01-03
446,29580002238,9.29,0.0,9.21,11.51,11.51,2024-01-03
446,29580005592,3.0,0.0,4.66,5.74,5.74,2024-01-03
446,31658625,9.0,8.0,6.78,10.36,9.6,2024-01-03
446,29580005223,9.0,0.0,6.2,7.55,7.55,2024-01-03
446,29580003748,2.0,0.0,4.46,5.48,5.48,2024-01-03
446,29580004201,7.0,0.0,5.01,6.41,6.41,2024-01-03
446,29580003809,8.0,0.0,5.07,6.33,6.33,2024-01-03
446,29580003758,11.0,0.0,3.81,5.28,5.28,2024-01-03
446,29580003765,6.0,0.0,8.29,10.08,10.08,2024-01-03
446,29580003757,9.0,0.0,2.47,3.08,3.08,2024-01-03
446,4425712830833,2.0,8.0,2.43,3.32,3.08,2024-01-03
446,4426542750601,7.0,0.0,1.97,2.63,2.63,2024-01-03
446,29580001917,5.32,0.0,1.2,1.55,1.55,2024-01-03
446,29580001914,4.19,0.0,2.05,2.82,2.82,2024-01-03
446,4425250500214,3.0,0.0,1.9,2.8,2.8,2024-01-03
446,4425587257178,9.0,0.0,4.65,7.14,7.14,2024-01-03
446,29580006420,7.45,0.0,5.66,8.69,8.69,2024-01-03
446,4427673750390,10.0,0.0,7.27,8.63,8.63,2024-01-03
446,29580003750,8.0,0.0,1.17,1.55,1.55,2024-01-03
446,29580008010,5.19,0.0,7.68,9.47,9.47,2024-01-03
446,4427241948752,4.0,0.0,3.63,4.13,4.13,2024-01-03
446,4425297014614,4.0,23.0,2.48,4.05,3.29,2024-01-03
446,4430799689327,8.0,23.0,0.17,0.93,0.76,2024-01-03
446,4425615006041,7.0,0.0,5.32,6.58,6.58,2024-01-03
446,4425615006046,12.0,0.0,11.16,14.47,14.47,2024-01-03
446,4427673750390,8.0,0.0,4.77,5.66,5.66,2024-01-03
446,4425257251419,9.0,23.0,26.58,41.07,33.4,2024-01-03
446,44304312,6.0,23.0,37.23,48.42,39.36,2024-01-03
446,4430762640126,4.0,23.0,10.01,16.62,13.5,2024-01-03
446,29580003620,4.26,0.0,7.47,10.27,10.27,2024-01-03
446,4426169880006,3.0,23.0,2.51,5.29,4.29,2024-01-03
446,4426169355006,4.0,23.0,3.56,4.74,3.84,2024-01-03
446,4425462752226,6.0,0.0,10.66,13.25,13.25,2024-01-03
446,4425147759668,10.0,0.0,2.5,3.2,3.2,2024-01-03
446,29580005592,4.5,0.0,3.82,4.7,4.7,2024-01-03
446,29580003750,11.0,0.0,1.8,2.38,2.38,2024-01-03
446,29580003759,6.0,0.0,3.46,4.33,4.33,2024-01-03
446,29580003809,4.0,0.0,2.47,3.08,3.08,2024-01-03
446,4425010501635,5.0,23.0,8.6,13.4,10.88,2024-01-03
446,29580003750,11.0,0.0,0.43,0.56,0.56,2024-01-03
446,29580003750,9.0,0.0,0.45,0.56,0.56,2024-01-03
446,29580003766,9.0,0.0,3.03,3.68,3.68,2024-01-03
446,29580003750,14.0,0.0,4.39,5.48,5.48,2024-01-03
446,29580005223,6.0,0.0,11.69,14.23,14.23,2024-01-03
446,4426542750601,3.0,0.0,2.14,2.86,2.86,2024-01-03
446,4426542751818,3.0,0.0,4.74,5.97,5.97,2024-01-03
446,6000818037528,9.0,23.0,6.62,12.52,10.18,2024-01-03
446,29580001944,9.71,0.0,4.01,5.53,5.53,2024-01-03
446,4425405758362,10.0,0.0,3.37,5.3,5.3,2024-01-03
446,29580003758,4.0,0.0,3.04,4.22,4.22,2024-01-03
446,4426558500831,8.0,23.0,1.26,2.13,1.72,2024-01-03
446,4425414059709,3.0,23.0,2.5,4.56,3.7,2024-01-03
446,44281797,7.0,0.0,2.71,3.49,3.49,2024-01-03
446,3007425309533,4.0,8.0,3.7,5.02,4.65,2024-01-03
446,44252199,5.0,23.0,15.72,20.44,16.62,2024-01-03
446,4425250500209,9.0,0.0,1.9,2.47,2.47,2024-01-03
446,4425250500209,6.0,0.0,2.93,3.81,3.81,2024-01-03
446,60039249,9.0,23.0,2.14,3.61,2.94,2024-01-03
446,4426074001572,8.0,0.0,4.09,4.53,4.53,2024-01-03
446,29580005592,8.5,0.0,4.08,5.02,5.02,2024-01-03
446,29580003750,6.0,0.0,2.42,3.03,3.03,2024-01-03
446,29580002101,9.27,0.0,4.19,6.16,6.16,2024-01-03
446,29580003758,7.0,0.0,1.58,2.19,2.19,2024-01-03
446,4425800554971,3.0,0.0,4.41,6.39,6.39,2024-01-03
446,29580003750,4.0,0.0,1.04,1.31,1.31,2024-01-03
446,29580003758,2.0,0.0,2.74,3.79,3.79,2024-01-03
446,29580003759,8.0,0.0,3.85,4.81,4.81,2024-01-03
446,3022950137386,5.0,23.0,14.98,19.63,15.96,2024-01-03
446,4427241948752,3.0,0.0,6.64,7.59,7.59,2024-01-03
446,29580003761,2.0,0.0,3.11,3.79,3.79,2024-01-03
446,29580003896,4.0,0.0,2.7,3.98,3.98,2024-01-03
446,29580003750,4.0,0.0,1.02,1.28,1.28,2024-01-03
446,29580003754,7.0,0.0,2.92,3.63,3.63,2024-01-03
446,4426542751818,7.0,0.0,4.98,6.28,6.28,2024-01-03
446,29580004036,5.0,0.0,1.77,2.23,2.23,2024-01-03
446,29580003750,10.0,0.0,1.2,1.58,1.58,2024-01-03
446,29580003517,1.24,0.0,4.01,5.09,5.09,2024-01-03
446,29580003759,8.0,0.0,2.23,2.79,2.79,2024-01-03
446,29580003747,10.0,0.0,2.43,3.18,3.18,2024-01-03
446,4427820526659,9.0,23.0,0.91,1.48,1.21,2024-01-03
446,4426558500150,3.0,23.0,1.81,2.59,2.12,2024-01-03
446,4426074001572,9.0,0.0,5.0,5.54,5.54,2024-01-03
446,4426542750361,6.0,0.0,3.14,4.13,4.13,2024-01-03
446,4426542751311,2.0,0.0,2.43,3.19,3.19,2024-01-03
446,6675854250094,2.0,23.0,2.68,4.4,3.58,2024-01-03
446,29580005592,8.0,0.0,6.75,8.3,8.3,2024-01-03
446,29580003750,16.0,0.0,2.54,3.35,3.35,2024-01-03
446,4431195188972,4.0,23.0,2.62,4.78,3.88,2024-01-03
446,4425171750500,10.0,0.0,4.04,7.07,7.07,2024-01-03
446,29580003750,11.0,0.0,2.98,3.73,3.73,2024-01-03
446,29580005223,10.0,0.0,18.84,22.93,22.93,2024-01-03
446,4429445250835,7.0,23.0,6.66,10.34,8.41,2024-01-03
446,4426542750601,9.0,0.0,2.17,2.9,2.9,2024-01-03
446,29580003750,3.0,0.0,1.59,1.99,1.99,2024-01-03
446,29580003758,5.0,0.0,2.69,3.73,3.73,2024-01-03
446,29580001944,9.42,0.0,1.52,2.1,2.1,2024-01-03
446,37630064,3.0,8.0,2.29,3.37,3.11,2024-01-03
446,4427820528887,10.0,0.0,2.3,2.92,2.92,2024-01-03
446,29580003756,3.0,0.0,2.4,3.08,3.08,2024-01-03
446,29580005223,5.0,0.0,9.05,11.02,11.02,2024-01-03
446,6532892243261,5.0,8.0,2.79,4.26,3.94,2024-01-03
446,4086750000329,8.0,23.0,4.79,7.44,6.05,2024-01-03
446,29580003758,10.0,0.0,2.5,3.46,3.46,2024-01-03
446,29580004201,8.0,0.0,2.33,2.97,2.97,2024-01-03
446,29580003758,3.0,0.0,1.96,2.71,2.71,2024-01-03
446,4425646518427,9.0,0.0,1.77,2.43,2.43,2024-01-03
446,29580003750,10.0,0.0,1.26,1.67,1.67,2024-01-03
446,29580004007,4.0,0.0,3.75,4.7,4.7,2024-01-03
446,29580003809,3.0,0.0,4.73,5.91,5.91,2024-01-03
446,29580003781,5.0,0.0,2.05,2.47,2.47,2024-01-03
446,29580003750,7.0,0.0,0.67,0.88,0.88,2024-01-03
446,29580003758,8.0,0.0,1.71,2.36,2.36,2024-01-03
446,4425631501170,8.0,0.0,3.1,4.78,4.78,2024-01-03
446,29580001965,3.17,0.0,4.26,4.9,4.9,2024-01-03
446,4425615009171,6.0,0.0,5.5,6.78,6.78,2024-01-03
446,29580002224,9.37,0.0,7.58,10.06,10.06,2024-01-03
446,4426929753413,10.0,23.0,77.53,122.66,99.72,2024-01-03
446,44252199,10.0,23.0,81.07,105.41,85.7,2024-01-03
446,29580003747,5.0,0.0,3.3,4.33,4.33,2024-01-03
446,4426411582510,8.0,0.0,1.49,2.09,2.09,2024-01-03
446,4426893000320,7.0,0.0,3.57,4.68,4.68,2024-01-03
446,4425629892027,9.0,23.0,3.82,7.7,6.27,2024-01-03
446,29580004201,4.0,0.0,2.5,3.2,3.2,2024-01-03
446,4425384240251,8.0,0.0,3.16,4.68,4.68,2024-01-03
446,4427820528098,6.0,0.0,1.89,2.61,2.61,2024-01-03
446,44281797,8.0,0.0,2.81,3.63,3.63,2024-01-03
446,4427820525271,3.0,0.0,2.09,2.87,2.87,2024-01-03
446,29580003757,8.0,0.0,2.51,3.13,3.13,2024-01-03
446,4425250509749,2.0,0.0,2.39,3.48,3.48,2024-01-03
446,4425250509749,10.0,0.0,2.76,4.02,4.02,2024-01-03
446,4430060482266,7.0,0.0,0.85,1.12,1.12,2024-01-03
446,29580003759,11.0,0.0,5.34,6.67,6.67,2024-01-03
446,4427820532190,2.0,23.0,4.95,8.31,6.75,2024-01-03
446,29580003534,10.0,23.0,0.0,11.5,9.34,2024-01-03
446,4425265125723,5.0,23.0,1.18,1.92,1.57,2024-01-03
446,4425372982753,6.0,23.0,3.08,5.1,4.15,2024-01-03
446,4425250500562,4.0,0.0,1.56,2.08,2.08,2024-01-03
446,29580003781,2.0,0.0,1.76,2.13,2.13,2024-01-03
446,4425800554958,2.0,0.0,1.64,2.33,2.33,2024-01-03
446,4425642756792,5.0,0.0,4.5,6.04,6.04,2024-01-03
446,29580003750,5.0,0.0,1.05,1.39,1.39,2024-01-03
446,4427241948752,2.0,0.0,1.99,2.27,2.27,2024-01-03
446,4427241948752,10.0,0.0,3.48,3.96,3.96,2024-01-03
446,4425147750025,7.0,0.0,1.89,2.32,2.32,2024-01-03
446,29580005223,5.0,0.0,4.77,5.8,5.8,2024-01-03
446,4425265125723,5.0,23.0,1.59,2.58,2.11,2024-01-03
446,29580003766,7.0,0.0,3.78,4.6,4.6,2024-01-03
