Shop_ID,Kod,Ilosc,StawkaVAT,shop_zn,shop_sb,shop_sn,data
177,4425250500209,9.0,0.0,4.11,6.61,6.61,2024-01-02
177,4427715946688,6.0,23.0,16.6,21.31,17.32,2024-01-02
177,4425090008399,6.0,0.0,3.35,4.95,4.95,2024-01-02
177,43440174525,12.0,0.0,3.18,4.56,4.56,2024-01-02
177,4429252095001,6.0,0.0,5.05,6.46,6.46,2024-01-02
177,4427820528384,8.0,0.0,1.37,2.37,2.37,2024-01-02
177,4425295504635,4.0,0.0,0.79,1.35,1.35,2024-01-02
177,4427820527694,8.0,23.0,0.57,1.05,0.85,2024-01-02
177,4426810501288,4.0,23.0,2.14,4.16,3.38,2024-01-02
177,4430220840497,9.0,23.0,3.51,6.53,5.32,2024-01-02
177,6510645802023,9.0,23.0,0.62,1.22,0.97,2024-01-02
177,4427233503122,10.0,0.0,0.83,1.28,1.28,2024-01-02
177,4427820525243,2.0,23.0,0.78,1.37,1.11,2024-01-02
177,4425800554971,4.0,0.0,4.44,5.78,5.78,2024-01-02
177,43440264825,6.0,0.0,1.44,2.05,2.05,2024-01-02
177,4426802955725,3.0,0.0,2.6,4.39,4.39,2024-01-02
177,4427820525883,2.0,23.0,1.15,1.9,1.55,2024-01-02
177,4425524250074,9.0,23.0,1.53,2.68,2.17,2024-01-02
177,4425800554953,10.0,0.0,6.08,7.91,7.91,2024-01-02
177,43440174975,8.0,0.0,6.31,8.97,8.97,2024-01-02
177,4426558522500,6.0,23.0,0.88,1.77,1.45,2024-01-02
177,43440264825,9.0,0.0,1.48,2.1,2.1,2024-01-02
177,5716657953140,7.0,23.0,36.65,68.31,55.53,2024-01-02
177,44255077,2.0,23.0,12.06,15.52,12.62,2024-01-02
177,3901020390907,11.0,0.0,4.47,7.12,7.12,2024-01-02
177,3750119595841,2.0,23.0,2.83,5.98,4.85,2024-01-02
177,4425384225401,5.0,0.0,3.78,7.82,7.82,2024-01-02
177,4425372782535,7.0,0.0,7.12,10.78,10.78,2024-01-02
177,4430814494436,4.0,0.0,3.21,4.84,4.84,2024-01-02
177,43440264825,7.0,0.0,1.42,2.01,2.01,2024-01-02
177,4427820525261,4.0,23.0,0.51,0.89,0.72,2024-01-02
177,3901020596805,8.0,0.0,1.92,2.99,2.99,2024-01-02
177,4425063758164,12.0,0.0,6.16,11.52,11.52,2024-01-02
177,4427921726116,3.0,0.0,4.8,6.59,6.59,2024-01-02
177,4427820525865,4.0,23.0,3.32,5.49,4.47,2024-01-02
177,43440174525,8.0,0.0,1.11,1.59,1.59,2024-01-02
177,4425250508097,10.0,0.0,0.0,6.58,6.58,2024-01-02
177,4425257251362,6.0,23.0,5.65,9.99,8.13,2024-01-02
177,44304215,2.0,23.0,14.51,18.76,15.25,2024-01-02
177,43440771000,7.0,0.0,2.92,4.18,4.18,2024-01-02
177,43440684000,5.0,0.0,2.04,2.93,2.93,2024-01-02
177,43441083375,9.0,0.0,3.46,4.82,4.82,2024-01-02
177,43440174525,9.0,0.0,1.3,1.87,1.87,2024-01-02
177,3901020398952,5.0,0.0,7.32,11.26,11.26,2024-01-02
177,4425414042980,2.0,23.0,2.0,3.74,3.04,2024-01-02
177,6510645802023,2.0,23.0,0.21,0.41,0.33,2024-01-02
177,6534075651091,10.0,0.0,2.1,3.15,3.15,2024-01-02
177,4427820526364,3.0,0.0,1.04,1.53,1.53,2024-01-02
177,43440684000,4.0,0.0,1.56,2.22,2.22,2024-01-02
177,43440264825,7.0,0.0,1.5,2.13,2.13,2024-01-02
177,43440174750,6.0,0.0,1.13,1.61,1.61,2024-01-02
177,43440174825,7.0,0.0,1.41,2.03,2.03,2024-01-02
177,3750084488493,2.0,23.0,8.49,15.52,12.63,2024-01-02
177,5716657812075,5.0,23.0,4.26,7.95,6.47,2024-01-02
177,4425414024279,4.0,23.0,2.69,6.36,5.16,2024-01-02
177,43440264825,9.0,0.0,3.02,4.29,4.29,2024-01-02
177,43440771000,3.0,0.0,3.93,5.63,5.63,2024-01-02
177,43440264825,11.0,0.0,4.13,5.87,5.87,2024-01-02
177,4429252095001,9.0,0.0,3.19,4.08,4.08,2024-01-02
177,3007425369335,2.0,8.0,5.43,9.1,8.43,2024-01-02
177,43441056750,9.0,0.0,5.33,7.43,7.43,2024-01-02
177,43440264825,10.0,0.0,1.6,2.26,2.26,2024-01-02
177,3901020390907,3.0,0.0,2.28,3.63,3.63,2024-01-02
177,4425384262572,7.0,0.0,1.32,1.82,1.82,2024-01-02
177,43440174525,6.0,0.0,0.82,1.17,1.17,2024-01-02
177,43441056750,10.0,0.0,7.09,9.9,9.9,2024-01-02
177,43440174525,10.0,0.0,5.33,7.66,7.66,2024-01-02
177,4429252095001,2.0,0.0,4.34,5.55,5.55,2024-01-02
177,4429252095001,3.0,0.0,5.93,7.59,7.59,2024-01-02
177,43440174825,6.0,0.0,5.63,8.17,8.17,2024-01-02
177,43440174525,15.0,0.0,3.08,4.43,4.43,2024-01-02
177,43440175800,5.0,0.0,4.45,6.47,6.47,2024-01-02
177,4429252095001,2.0,0.0,4.8,6.14,6.14,2024-01-02
177,43440174525,7.0,0.0,1.05,1.51,1.51,2024-01-02
177,43440175950,2.0,0.0,6.62,9.06,9.06,2024-01-02
177,43440334125,8.0,23.0,0.49,1.05,0.84,2024-01-02
177,43440226425,5.15,0.0,1.65,2.63,2.63,2024-01-02
177,43440227475,6.11,0.0,0.33,0.54,0.54,2024-01-02
177,4429252095066,2.0,0.0,3.29,4.52,4.52,2024-01-02
177,43440174825,9.0,0.0,2.46,3.54,3.54,2024-01-02
177,4427820529002,8.0,0.0,4.85,7.25,7.25,2024-01-02
177,4429252095053,8.0,0.0,5.73,8.06,8.06,2024-01-02
177,4427820525094,7.0,0.0,3.3,4.07,4.07,2024-01-02
177,4427174354717,7.0,0.0,2.75,4.22,4.22,2024-01-02
177,4425372772659,8.0,23.0,2.62,4.92,4.01,2024-01-02
177,44297898,6.0,23.0,15.66,19.83,16.12,2024-01-02
177,43440900825,3.0,0.0,3.94,5.41,5.41,2024-01-02
177,4426558515000,3.0,23.0,1.53,3.07,2.49,2024-01-02
177,43440174975,4.0,0.0,2.94,4.19,4.19,2024-01-02
177,4429252095001,8.0,0.0,8.5,10.87,10.87,2024-01-02
177,43441401675,5.0,0.0,2.17,3.25,3.25,2024-01-02
177,43440771000,5.0,0.0,3.19,4.57,4.57,2024-01-02
177,4427820525261,6.0,23.0,0.77,1.35,1.09,2024-01-02
177,4427820526364,8.0,0.0,1.85,2.74,2.74,2024-01-02
177,43440174750,2.0,0.0,1.0,1.42,1.42,2024-01-02
177,4426558500831,5.0,23.0,0.84,1.69,1.38,2024-01-02
177,4425851279628,2.0,0.0,0.48,1.07,1.07,2024-01-02
177,4425851279646,6.0,8.0,0.76,1.24,1.14,2024-01-02
177,4426272008932,6.0,0.0,3.84,8.24,8.24,2024-01-02
177,4429530047316,2.0,0.0,1.32,2.23,2.23,2024-01-02
177,4426759509077,9.0,0.0,1.5,2.16,2.16,2024-01-02
177,4427921250286,4.0,0.0,5.06,6.59,6.59,2024-01-02
177,4427820527511,3.0,23.0,1.8,3.4,2.77,2024-01-02
177,43440227850,6.11,0.0,0.67,1.43,1.43,2024-01-02
177,4425250506154,10.0,23.0,3.19,5.61,4.56,2024-01-02
177,4425446253591,4.0,23.0,15.83,27.5,22.35,2024-01-02
177,4427820527928,6.0,0.0,2.15,2.85,2.85,2024-01-02
177,43440174525,8.0,0.0,2.94,4.23,4.23,2024-01-02
177,43440175950,10.0,0.0,3.65,4.99,4.99,2024-01-02
177,5709777723872,6.0,8.0,2.08,3.76,3.49,2024-01-02
177,44297898,7.0,23.0,11.64,14.75,11.99,2024-01-02
177,44297893,10.0,23.0,11.81,14.96,12.16,2024-01-02
177,4425250500191,7.0,0.0,6.11,9.82,9.82,2024-01-02
177,43440264825,11.0,0.0,3.35,4.76,4.76,2024-01-02
177,43441401675,5.0,0.0,2.47,3.69,3.69,2024-01-02
177,43441393575,8.0,23.0,3.84,7.13,5.8,2024-01-02
177,4427887269891,11.0,23.0,12.25,31.31,25.46,2024-01-02
177,4428452615580,5.0,23.0,1.68,3.47,2.82,2024-01-02
177,4425295504676,9.0,0.0,1.23,1.97,1.97,2024-01-02
177,4425800555240,3.0,0.0,2.61,3.86,3.86,2024-01-02
177,37630366,4.0,8.0,2.05,3.31,3.07,2024-01-02
177,44959037,2.0,23.0,0.88,1.61,1.3,2024-01-02
177,4425524250074,11.0,23.0,6.05,10.54,8.56,2024-01-02
177,44259498,9.0,23.0,10.55,13.54,11.01,2024-01-02
177,43440174525,16.0,0.0,8.72,12.53,12.53,2024-01-02
177,43440175800,2.0,0.0,1.69,2.45,2.45,2024-01-02
177,43440771000,14.0,0.0,11.46,16.4,16.4,2024-01-02
177,4427820527946,9.0,0.0,1.78,2.36,2.36,2024-01-02
177,4425384150265,5.0,0.0,3.22,4.81,4.81,2024-01-02
177,43440174525,4.0,0.0,1.37,1.96,1.96,2024-01-02
177,43441056750,5.0,0.0,3.7,5.17,5.17,2024-01-02
177,4425414042980,8.0,23.0,3.11,5.81,4.73,2024-01-02
177,4425250506154,4.0,23.0,3.22,5.66,4.61,2024-01-02
177,43440174975,11.0,0.0,5.48,7.79,7.79,2024-01-02
177,4425257251321,5.0,23.0,69.98,119.41,97.09,2024-01-02
177,4427820526653,9.0,0.0,4.07,4.59,4.59,2024-01-02
177,4425713476590,6.0,8.0,4.85,7.92,7.32,2024-01-02
177,4429523587628,5.0,23.0,0.78,1.79,1.46,2024-01-02
177,4425524330561,8.0,23.0,2.87,4.66,3.79,2024-01-02
177,3007425311950,9.0,8.0,3.41,5.71,5.29,2024-01-02
177,4430060482266,8.0,0.0,0.98,1.51,1.51,2024-01-02
177,4428890330580,3.0,0.0,4.25,6.9,6.9,2024-01-02
177,6535575500190,3.0,0.0,3.77,5.67,5.67,2024-01-02
177,4425250500242,10.0,0.0,2.69,3.61,3.61,2024-01-02
177,43440264825,4.0,0.0,3.88,5.51,5.51,2024-01-02
177,43440174525,7.0,0.0,1.58,2.26,2.26,2024-01-02
177,4425657750219,7.0,23.0,3.37,5.19,4.21,2024-01-02
177,4425642756792,5.0,0.0,5.95,9.13,9.13,2024-01-02
177,43440251625,8.18,0.0,2.49,4.01,4.01,2024-01-02
177,43440437475,7.95,0.0,3.0,5.18,5.18,2024-01-02
177,6751867575052,7.0,23.0,4.96,9.49,7.71,2024-01-02
177,43441056750,5.0,0.0,3.37,4.7,4.7,2024-01-02
177,4425800588268,4.0,0.0,2.08,3.01,3.01,2024-01-02
177,4425414053672,3.0,0.0,2.71,4.25,4.25,2024-01-02
177,43440174525,15.0,0.0,4.75,6.82,6.82,2024-01-02
177,6539400180699,9.0,0.0,4.69,6.03,6.03,2024-01-02
177,4427820525243,6.0,23.0,0.86,1.51,1.22,2024-01-02
177,43440174675,11.0,0.0,2.25,3.24,3.24,2024-01-02
177,4431176966601,8.0,0.0,7.83,12.05,12.05,2024-01-02
177,4430421002658,7.0,23.0,0.12,0.69,0.56,2024-01-02
177,4425384225081,2.0,0.0,6.18,7.32,7.32,2024-01-02
177,4425425251309,2.0,0.0,4.34,5.26,5.26,2024-01-02
177,43440717750,10.0,0.0,2.58,3.52,3.52,2024-01-02
177,4427333878023,3.0,8.0,2.21,3.43,3.17,2024-01-02
177,4430421002658,5.0,23.0,0.14,0.83,0.67,2024-01-02
177,4428706048942,10.0,8.0,2.23,3.05,2.83,2024-01-02
177,4431176967224,8.0,0.0,3.17,4.38,4.38,2024-01-02
177,4428407010551,4.0,0.0,2.64,3.53,3.53,2024-01-02
177,4425851271151,8.0,8.0,1.14,1.73,1.6,2024-01-02
177,4427820525768,7.0,8.0,0.85,1.41,1.3,2024-01-02
177,4425851250292,4.0,0.0,1.72,2.6,2.6,2024-01-02
177,4425372772659,7.0,23.0,2.2,4.14,3.37,2024-01-02
177,44309013,5.0,0.0,1.41,2.07,2.07,2024-01-02
177,4425800554953,7.0,0.0,1.9,2.47,2.47,2024-01-02
177,4425414053672,2.0,0.0,2.42,3.8,3.8,2024-01-02
177,44255077,6.0,23.0,16.82,21.65,17.6,2024-01-02
177,4430060482266,9.0,0.0,2.24,3.43,3.43,2024-01-02
177,4425250500660,6.0,0.0,1.34,2.27,2.27,2024-01-02
177,4427059582520,8.0,23.0,8.51,12.78,10.37,2024-01-02
177,44297819,10.0,23.0,49.11,62.67,50.95,2024-01-02
177,4427820526653,2.0,0.0,4.54,5.12,5.12,2024-01-02
177,43441133325,6.37,0.0,10.77,15.53,15.53,2024-01-02
177,4425250509513,2.0,0.0,5.74,8.99,8.99,2024-01-02
177,43440175800,3.0,0.0,1.79,2.59,2.59,2024-01-02
177,4426140000044,14.0,23.0,15.57,28.79,23.38,2024-01-02
177,4429252095173,3.0,0.0,5.35,7.86,7.86,2024-01-02
177,4430421002687,9.0,23.0,0.06,0.5,0.41,2024-01-02
177,43440229800,6.95,0.0,1.97,3.98,3.98,2024-01-02
177,43440174750,7.0,0.0,0.92,1.31,1.31,2024-01-02
177,4425615014328,5.0,0.0,3.17,4.41,4.41,2024-01-02
177,4427820528087,10.0,0.0,1.01,1.4,1.4,2024-01-02
177,4427820532430,5.0,0.0,2.36,3.36,3.36,2024-01-02
177,4425615006046,10.0,0.0,3.88,5.56,5.56,2024-01-02
177,43441395000,4.11,0.0,2.96,2.57,2.57,2024-01-02
177,44304340,8.0,23.0,17.74,22.96,18.67,2024-01-02
177,4425372998625,10.0,23.0,6.24,11.68,9.5,2024-01-02
177,6000375168210,4.0,0.0,1.61,2.41,2.41,2024-01-02
177,4427174326227,9.0,0.0,5.93,7.59,7.59,2024-01-02
177,44272743,8.0,23.0,3.33,6.21,5.04,2024-01-02
177,4427715946688,5.0,23.0,13.38,17.18,13.96,2024-01-02
177,4427820527826,6.0,23.0,3.24,6.27,5.11,2024-01-02
