Shop_ID,Kod,Ilosc,StawkaVAT,shop_zn,shop_sb,shop_sn,data
496,4425800606328,6.0,0.0,2.42,3.25,3.25,2024-01-03
496,2377503840,5.0,0.0,0.94,7.34,7.34,2024-01-03
496,2377503833,2.0,0.0,1.69,3.95,3.95,2024-01-03
496,4425405750046,2.0,23.0,1.18,1.79,1.46,2024-01-03
496,2377503858,8.0,0.0,3.59,4.62,4.62,2024-01-03
496,2377503855,10.0,0.0,3.17,4.18,4.18,2024-01-03
496,4425250506154,6.0,23.0,1.21,2.35,1.92,2024-01-03
496,4430060481351,3.0,0.0,2.3,3.74,3.74,2024-01-03
496,2377503945,10.0,0.0,2.73,4.51,4.51,2024-01-03
496,2377503945,8.0,0.0,3.1,5.13,5.13,2024-01-03
496,4428228015307,6.0,0.0,6.68,8.42,8.42,2024-01-03
496,4428228015307,2.0,0.0,7.85,9.89,9.89,2024-01-03
496,3007425309533,7.0,8.0,5.3,7.46,6.91,2024-01-03
496,4425615010062,9.0,0.0,2.49,3.26,3.26,2024-01-03
496,65331042,7.0,23.0,2.59,4.12,3.35,2024-01-03
496,2377503835,8.16,0.0,1.25,0.47,0.47,2024-01-03
496,37630366,6.0,8.0,1.92,2.77,2.56,2024-01-03
496,4428010305032,6.0,23.0,3.02,4.96,4.04,2024-01-03
496,2377504707,9.58,0.0,6.43,7.5,7.5,2024-01-03
496,2377503827,2.3,0.0,2.33,3.43,3.43,2024-01-03
496,4425398250076,8.0,0.0,2.25,2.9,2.9,2024-01-03
496,2377503855,7.0,0.0,0.97,1.27,1.27,2024-01-03
496,44297904,6.0,23.0,28.83,36.97,30.06,2024-01-03
496,2377504737,4.0,0.0,8.14,11.01,11.01,2024-01-03
496,2377503855,5.0,0.0,1.36,1.79,1.79,2024-01-03
496,4425147769241,7.0,0.0,4.82,6.43,6.43,2024-01-03
496,2377504727,8.19,0.0,7.93,10.16,10.16,2024-01-03
496,4425713269356,6.0,23.0,1.96,3.16,2.57,2024-01-03
496,4425713269356,4.0,23.0,1.15,1.84,1.5,2024-01-03
496,2377503855,11.0,0.0,1.8,2.39,2.39,2024-01-03
496,44252199,5.0,23.0,19.28,24.95,20.28,2024-01-03
496,4428161973858,5.0,0.0,5.88,7.4,7.4,2024-01-03
496,2377503781,5.0,0.0,2.4,3.25,3.25,2024-01-03
496,2377503835,6.87,0.0,4.25,1.6,1.6,2024-01-03
496,2377502994,9.0,0.0,3.07,4.31,4.31,2024-01-03
496,4428161973858,4.0,0.0,4.44,5.6,5.6,2024-01-03
496,2377503858,9.0,0.0,5.16,6.64,6.64,2024-01-03
496,4425250500357,2.0,0.0,1.8,2.36,2.36,2024-01-03
496,2377501203,4.21,0.0,6.37,8.48,8.48,2024-01-03
496,2377503855,5.0,0.0,1.13,1.49,1.49,2024-01-03
496,2377503884,3.0,0.0,3.26,4.32,4.32,2024-01-03
496,2377502326,4.0,0.0,7.32,9.15,9.15,2024-01-03
496,2377502994,3.0,0.0,4.94,6.94,6.94,2024-01-03
496,2377503833,4.0,0.0,1.31,3.05,3.05,2024-01-03
496,2377503833,4.0,0.0,1.91,4.47,4.47,2024-01-03
496,2377503855,12.0,0.0,1.6,2.11,2.11,2024-01-03
496,2377503831,9.0,0.0,1.72,3.37,3.37,2024-01-03
496,4425615000008,9.0,0.0,3.38,5.03,5.03,2024-01-03
496,4427174327797,6.0,0.0,2.53,3.97,3.97,2024-01-03
496,2377504732,2.1,0.0,4.8,6.23,6.23,2024-01-03
496,2377503922,8.0,0.0,36.08,26.96,26.96,2024-01-03
496,2377504030,8.0,0.0,9.13,13.61,13.61,2024-01-03
496,4431195193512,6.0,0.0,3.08,5.35,5.35,2024-01-03
496,4425250513282,6.0,0.0,3.44,4.49,4.49,2024-01-03
496,2377503858,6.0,0.0,1.53,1.98,1.98,2024-01-03
496,2377503855,8.0,0.0,2.86,3.77,3.77,2024-01-03
496,2377501203,6.21,0.0,6.49,8.64,8.64,2024-01-03
496,2377504737,8.0,0.0,7.78,10.53,10.53,2024-01-03
496,2377503855,8.0,0.0,4.69,6.2,6.2,2024-01-03
496,2377503855,8.0,0.0,1.55,2.05,2.05,2024-01-03
496,2377503945,3.0,0.0,2.89,4.77,4.77,2024-01-03
496,2377504707,9.55,0.0,5.73,6.7,6.7,2024-01-03
496,4427174327797,5.0,0.0,2.25,3.53,3.53,2024-01-03
496,2377501203,8.17,0.0,4.02,5.35,5.35,2024-01-03
496,4425147767894,8.0,0.0,6.1,7.79,7.79,2024-01-03
496,2377503865,11.0,0.0,3.99,5.73,5.73,2024-01-03
496,2377504030,2.0,0.0,4.36,6.49,6.49,2024-01-03
496,4425414011034,9.0,23.0,2.21,4.03,3.27,2024-01-03
496,2377503854,9.32,0.0,3.75,5.63,5.63,2024-01-03
496,2377503849,2.0,0.0,3.38,7.63,7.63,2024-01-03
496,2377504030,8.0,0.0,3.91,5.82,5.82,2024-01-03
496,44259498,10.0,23.0,16.12,20.78,16.89,2024-01-03
496,4429523587628,3.0,23.0,0.68,1.34,1.09,2024-01-03
496,4425405750000,4.0,23.0,1.73,2.58,2.1,2024-01-03
496,2377503854,8.26,0.0,3.55,5.33,5.33,2024-01-03
496,2377504717,2.0,5.0,3.89,8.09,7.7,2024-01-03
496,2377504717,4.0,5.0,3.19,6.63,6.31,2024-01-03
496,2377501202,3.1,0.0,5.6,7.07,7.07,2024-01-03
496,2377503865,11.0,0.0,3.64,5.22,5.22,2024-01-03
496,4432492565935,2.0,8.0,2.8,4.04,3.74,2024-01-03
496,4431195188662,2.0,23.0,2.61,4.62,3.76,2024-01-03
496,7327531110081,6.0,8.0,12.78,19.96,18.48,2024-01-03
496,7328731926375,7.0,8.0,12.03,15.61,14.46,2024-01-03
496,4425800550618,5.0,0.0,2.55,3.81,3.81,2024-01-03
496,4425648588417,9.0,0.0,2.35,3.14,3.14,2024-01-03
496,2377503781,10.0,0.0,0.53,0.72,0.72,2024-01-03
