Shop_ID,Kod,Ilosc,StawkaVAT,shop_zn,shop_sb,shop_sn,data
1450,24187603664,8.17,0.0,10.25,12.81,12.81,2024-01-02
1450,4430611033352,6.0,0.0,5.22,6.45,6.45,2024-01-02
1450,24187607856,12.0,0.0,2.03,2.59,2.59,2024-01-02
1450,4429549500473,10.0,0.0,4.96,6.51,6.51,2024-01-02
1450,24187588072,6.0,0.0,2.97,3.56,3.56,2024-01-02
1450,4425372765418,2.0,23.0,3.26,5.98,4.85,2024-01-02
1450,24187589147,3.0,0.0,4.07,6.31,6.31,2024-01-02
1450,4426140000129,6.0,23.0,2.08,3.77,3.06,2024-01-02
1450,24187591899,3.0,0.0,6.5,8.92,8.92,2024-01-02
1450,4425387225610,3.0,5.0,7.21,9.13,8.7,2024-01-02
1450,4425398250007,4.0,0.0,3.58,4.28,4.28,2024-01-02
1450,4429549500473,10.0,0.0,5.85,7.69,7.69,2024-01-02
1450,24187588072,11.0,0.0,3.03,3.62,3.62,2024-01-02
1450,24187589120,9.0,0.0,2.1,3.7,3.7,2024-01-02
1450,7328423125056,8.0,8.0,0.01,3.91,3.63,2024-01-02
1450,7329265212765,6.0,8.0,4.49,6.78,6.27,2024-01-02
1450,24187589901,6.0,8.0,5.03,5.35,4.97,2024-01-02
1450,24187601414,5.22,0.0,5.97,8.19,8.19,2024-01-02
1450,4086750216031,5.0,23.0,0.58,2.96,2.4,2024-01-02
1450,24187589117,9.0,0.0,3.55,4.62,4.62,2024-01-02
1450,24187607856,8.0,0.0,2.01,2.57,2.57,2024-01-02
1450,24187588072,10.0,0.0,1.22,1.46,1.46,2024-01-02
1450,24187607859,2.0,0.0,1.05,1.52,1.52,2024-01-02
1450,24187589147,5.0,0.0,2.86,4.43,4.43,2024-01-02
1450,24187588072,5.0,0.0,3.54,4.21,4.21,2024-01-02
1450,4429549500255,7.0,0.0,6.16,7.76,7.76,2024-01-02
1450,24187588072,9.0,0.0,2.6,3.09,3.09,2024-01-02
1450,24187607856,14.0,0.0,2.98,3.81,3.81,2024-01-02
1450,24187588072,13.0,0.0,6.03,7.19,7.19,2024-01-02
1450,24187588093,7.12,0.0,3.17,4.16,4.16,2024-01-02
1450,24187588072,3.0,0.0,2.66,3.16,3.16,2024-01-02
1450,24187607856,8.0,0.0,2.39,3.05,3.05,2024-01-02
1450,4425384225401,8.0,0.0,1.8,2.62,2.62,2024-01-02
1450,4425384225401,4.0,0.0,1.36,1.98,1.98,2024-01-02
1450,24187588083,3.0,0.0,1.62,2.04,2.04,2024-01-02
1450,24187589120,3.0,0.0,1.19,2.1,2.1,2024-01-02
1450,24187588200,3.7,0.0,3.2,6.4,6.4,2024-01-02
1450,24187588097,2.09,0.0,3.62,4.79,4.79,2024-01-02
1450,24187588072,4.0,0.0,1.7,2.02,2.02,2024-01-02
1450,24187607859,3.0,0.0,3.58,5.2,5.2,2024-01-02
1450,4425063205619,7.0,8.0,8.41,14.88,13.79,2024-01-02
1450,4425762006191,4.0,0.0,5.01,6.86,6.86,2024-01-02
1450,4425123775638,2.0,0.0,2.03,2.66,2.66,2024-01-02
1450,4425123775638,6.0,0.0,1.56,2.05,2.05,2024-01-02
1450,4429549500255,2.0,0.0,5.95,7.5,7.5,2024-01-02
1450,4430857028297,6.0,0.0,11.69,16.37,16.37,2024-01-02
1450,4425615008675,3.0,0.0,4.04,4.96,4.96,2024-01-02
1450,24187588097,8.22,0.0,11.26,14.9,14.9,2024-01-02
1450,24187607856,6.0,0.0,3.43,4.38,4.38,2024-01-02
1450,24187607859,10.0,0.0,2.41,3.49,3.49,2024-01-02
1450,4429549500314,7.0,0.0,3.17,3.98,3.98,2024-01-02
1450,4427174326227,10.0,0.0,4.3,5.5,5.5,2024-01-02
1450,4425425251309,10.0,0.0,7.44,7.97,7.97,2024-01-02
1450,4426169347500,4.0,23.0,6.83,12.68,10.31,2024-01-02
1450,4429549500473,10.0,0.0,5.61,7.37,7.37,2024-01-02
1450,24187588072,11.0,0.0,4.02,4.78,4.78,2024-01-02
1450,24187589116,8.0,0.0,1.63,2.12,2.12,2024-01-02
1450,4426222501191,3.0,0.0,2.62,3.19,3.19,2024-01-02
1450,4425398250007,6.0,0.0,2.51,2.99,2.99,2024-01-02
1450,24187597020,2.22,0.0,14.21,17.77,17.77,2024-01-02
1450,24187606389,5.16,0.0,3.3,4.78,4.78,2024-01-02
1450,6534075650715,8.0,0.0,1.53,2.25,2.25,2024-01-02
1450,6534075650202,6.0,0.0,1.77,3.02,3.02,2024-01-02
1450,6534075651040,3.0,0.0,2.23,3.28,3.28,2024-01-02
1450,6534075651516,2.0,0.0,1.93,3.36,3.36,2024-01-02
1450,24187588072,10.0,0.0,8.36,9.98,9.98,2024-01-02
1450,4426140000044,8.0,23.0,2.31,4.29,3.48,2024-01-02
1450,4429549500255,5.0,0.0,4.66,5.87,5.87,2024-01-02
1450,24187588204,9.58,0.0,2.07,3.5,3.5,2024-01-02
