Shop_ID,Kod,Ilosc,StawkaVAT,shop_zn,shop_sb,shop_sn,data
519,4427820528254,8.0,0.0,5.39,8.9,8.9,2024-01-02
519,4427820528254,9.0,0.0,5.78,9.55,9.55,2024-01-02
519,4426169872506,7.0,23.0,4.17,7.33,5.95,2024-01-02
519,4425398250831,6.0,0.0,4.83,7.78,7.78,2024-01-02
519,4427059582520,10.0,23.0,4.83,8.5,6.9,2024-01-02
519,4427820526042,4.0,0.0,6.05,8.65,8.65,2024-01-02
519,4425257251419,5.0,23.0,29.03,47.09,38.27,2024-01-02
519,2550008790,8.0,23.0,14.19,21.14,17.19,2024-01-02
519,4425470295363,7.0,23.0,18.83,32.48,26.41,2024-01-02
519,44297898,3.0,23.0,12.41,15.9,12.93,2024-01-02
519,4427715893737,3.0,23.0,21.25,27.62,22.46,2024-01-02
519,4426169884500,5.0,23.0,13.79,23.23,18.89,2024-01-02
519,4427820527865,7.0,23.0,1.23,2.14,1.73,2024-01-02
519,4425257258124,6.0,23.0,4.93,8.32,6.76,2024-01-02
519,3005844840237,2.0,23.0,3.17,6.02,4.89,2024-01-02
519,44306688,2.0,23.0,11.83,17.97,14.61,2024-01-02
519,4425401250852,6.0,23.0,3.08,5.15,4.2,2024-01-02
519,4425446253591,10.0,23.0,17.57,28.28,22.98,2024-01-02
519,4427715886302,4.0,23.0,16.83,21.88,17.79,2024-01-02
519,4426019250275,14.0,23.0,17.93,30.89,25.11,2024-01-02
519,44304150,8.0,23.0,14.0,18.21,14.8,2024-01-02
519,4425470296088,3.0,8.0,5.53,8.05,7.45,2024-01-02
519,4425257251419,9.0,23.0,24.24,39.31,31.96,2024-01-02
519,2550008101,3.0,23.0,13.19,21.8,17.73,2024-01-02
519,4430421007411,6.0,23.0,0.25,0.67,0.54,2024-01-02
519,4426802955843,9.0,0.0,4.36,7.28,7.28,2024-01-02
519,3750084488928,4.0,23.0,7.25,13.47,10.96,2024-01-02
519,4427820526226,9.0,0.0,1.91,2.89,2.89,2024-01-02
519,4429867414502,14.0,0.0,16.07,24.42,24.42,2024-01-02
519,4427820525865,11.0,23.0,3.08,4.33,3.52,2024-01-02
519,4425194348257,8.0,0.0,4.32,6.31,6.31,2024-01-02
519,4426929753208,4.0,23.0,25.53,39.56,32.16,2024-01-02
519,4425036752668,6.0,0.0,5.09,9.01,9.01,2024-01-02
519,4430638749534,3.0,23.0,1.74,3.06,2.49,2024-01-02
519,4425851250327,9.0,8.0,1.51,3.18,2.96,2024-01-02
519,4426558509900,8.0,23.0,0.13,2.25,1.83,2024-01-02
519,4425559508428,3.0,0.0,5.65,8.67,8.67,2024-01-02
519,4427820528236,11.0,0.0,2.34,3.88,3.88,2024-01-02
519,2550010067,9.0,0.0,1.77,2.35,2.35,2024-01-02
519,4425233250270,3.0,0.0,6.57,10.88,10.88,2024-01-02
519,4425657750186,10.0,23.0,4.67,7.8,6.34,2024-01-02
519,3022950036977,2.0,23.0,11.84,15.49,12.59,2024-01-02
519,44267712,4.0,23.0,45.1,58.92,47.88,2024-01-02
519,44297819,9.0,23.0,17.9,23.1,18.78,2024-01-02
519,4425257251419,6.0,23.0,24.85,40.31,32.76,2024-01-02
519,4426017054006,3.0,0.0,3.4,5.0,5.0,2024-01-02
519,3019275001471,9.0,23.0,4.02,7.19,5.85,2024-01-02
519,4426191013212,10.0,23.0,7.13,13.14,10.69,2024-01-02
519,4425264001770,10.0,0.0,5.54,7.56,7.56,2024-01-02
519,4430060484126,8.0,0.0,4.91,6.49,6.49,2024-01-02
519,4425353257383,6.0,23.0,25.92,40.09,32.58,2024-01-02
519,4425353255040,9.0,23.0,9.57,15.54,12.64,2024-01-02
519,4426169884500,8.0,23.0,9.15,15.41,12.53,2024-01-02
519,4425257251419,8.0,23.0,21.47,34.82,28.3,2024-01-02
