Shop_ID,Kod,Ilosc,StawkaVAT,shop_zn,shop_sb,shop_sn,data
517,30108498,2.0,0.0,1.46,2.13,2.13,2024-01-02
517,30108498,9.0,0.0,1.55,2.25,2.25,2024-01-02
517,4427983797249,6.0,23.0,1.2,2.73,2.23,2024-01-02
517,6480001475,5.0,0.0,4.11,5.69,5.69,2024-01-02
517,4425010502423,7.0,23.0,15.55,25.75,20.94,2024-01-02
517,37630366,8.0,8.0,1.58,2.75,2.55,2024-01-02
517,4425010501635,5.0,23.0,5.78,8.54,6.95,2024-01-02
517,4425414011034,5.0,23.0,1.82,3.51,2.85,2024-01-02
517,3901020401871,10.0,0.0,4.23,6.35,6.35,2024-01-02
517,3901020401871,10.0,0.0,5.28,7.93,7.93,2024-01-02
517,4427715833748,10.0,23.0,13.91,18.04,14.67,2024-01-02
517,6480001475,8.0,0.0,3.9,5.4,5.4,2024-01-02
517,4430857029400,6.0,0.0,4.09,5.62,5.62,2024-01-02
517,6480012254,2.0,0.0,4.55,6.55,6.55,2024-01-02
517,6480022946,2.0,0.0,5.65,8.05,8.05,2024-01-02
517,6480004266,10.0,0.0,2.95,4.04,4.04,2024-01-02
517,4428942007535,8.0,23.0,2.33,4.17,3.39,2024-01-02
517,4425264009761,6.0,0.0,1.1,1.63,1.63,2024-01-02
517,4425264009761,6.0,0.0,1.55,2.31,2.31,2024-01-02
517,6480004266,3.0,0.0,3.54,4.85,4.85,2024-01-02
517,4430271756257,6.0,0.0,3.15,4.51,4.51,2024-01-02
517,6480012251,3.0,0.0,3.71,5.05,5.05,2024-01-02
517,6480001461,4.0,0.0,1.23,1.74,1.74,2024-01-02
517,4425405750801,11.0,23.0,5.18,9.19,7.46,2024-01-02
517,6480001461,6.0,0.0,1.67,2.35,2.35,2024-01-02
517,6480001461,4.0,0.0,2.22,3.15,3.15,2024-01-02
517,6480001475,5.0,0.0,6.0,8.31,8.31,2024-01-02
517,5709965441449,9.0,23.0,2.64,4.02,3.27,2024-01-02
517,65488317,4.0,23.0,2.49,4.55,3.69,2024-01-02
517,4425010501635,5.0,23.0,1.56,2.31,1.88,2024-01-02
