Shop_ID,Kod,Ilosc,StawkaVAT,shop_zn,shop_sb,shop_sn,data
285,4427145308406,10.0,23.0,4.77,8.96,7.29,2024-01-02
285,4425615006023,2.0,0.0,3.15,4.89,4.89,2024-01-02
285,4425250500562,6.0,0.0,2.3,3.23,3.23,2024-01-02
285,4427820527253,8.0,0.0,2.18,2.93,2.93,2024-01-02
285,4425713263324,7.0,8.0,4.93,7.88,7.3,2024-01-02
285,4427820526653,6.0,0.0,2.79,3.08,3.08,2024-01-02
285,4427820526347,7.0,0.0,1.1,1.63,1.63,2024-01-02
285,4427820526318,4.0,0.0,2.03,3.01,3.01,2024-01-02
285,4427820527865,3.0,23.0,1.07,1.86,1.5,2024-01-02
285,4427921287600,7.0,0.0,4.64,5.8,5.8,2024-01-02
285,4426515245350,6.0,0.0,3.89,4.9,4.9,2024-01-02
285,4425895500048,3.0,0.0,2.66,3.37,3.37,2024-01-02
285,4425713262945,9.0,8.0,1.44,2.35,2.18,2024-01-02
285,4428113895754,4.0,0.0,3.09,4.47,4.47,2024-01-02
285,4427076677516,6.0,23.0,6.46,10.24,8.33,2024-01-02
285,4426558515000,7.0,23.0,2.0,3.4,2.76,2024-01-02
285,30108120,4.0,23.0,2.53,4.82,3.92,2024-01-02
285,4426406176371,10.0,0.0,7.76,11.13,11.13,2024-01-02
285,9788753794,7.0,0.0,0.95,1.21,1.21,2024-01-02
285,9788740320,9.0,0.0,1.76,2.25,2.25,2024-01-02
285,4425615009159,5.0,0.0,4.23,5.46,5.46,2024-01-02
285,4427820527511,4.0,23.0,2.03,3.83,3.12,2024-01-02
285,4431200475308,5.0,0.0,4.78,6.03,6.03,2024-01-02
285,4429831013170,6.0,0.0,3.81,5.45,5.45,2024-01-02
285,4426929753208,3.0,23.0,40.24,63.72,51.8,2024-01-02
285,4427715893607,11.0,23.0,38.38,49.51,40.23,2024-01-02
285,4427715877888,8.0,23.0,10.57,13.57,11.03,2024-01-02
285,4430665852521,4.24,23.0,4.11,6.97,5.68,2024-01-02
285,4430638749529,5.0,23.0,0.94,1.89,1.55,2024-01-02
285,4425384637517,10.0,0.0,2.98,3.72,3.72,2024-01-02
285,4427820526300,5.0,23.0,2.56,4.73,3.85,2024-01-02
285,4429523587628,7.0,23.0,0.99,2.26,1.84,2024-01-02
285,4425405750012,3.0,23.0,4.43,7.36,5.99,2024-01-02
285,4425800554971,3.0,0.0,2.79,3.54,3.54,2024-01-02
285,4426338121099,5.0,0.0,5.47,7.38,7.38,2024-01-02
285,9788773764,7.0,0.0,3.01,3.77,3.77,2024-01-02
285,4427715872166,9.0,23.0,11.71,15.12,12.29,2024-01-02
285,4425353268989,5.0,23.0,27.81,43.63,35.48,2024-01-02
285,9788740320,12.0,0.0,5.8,7.43,7.43,2024-01-02
285,9778718015,7.0,0.0,4.56,6.48,6.48,2024-01-02
285,4427715893607,3.0,23.0,16.52,21.32,17.33,2024-01-02
285,4425800555055,8.0,0.0,4.64,6.29,6.29,2024-01-02
285,9788740320,2.0,0.0,2.83,3.62,3.62,2024-01-02
285,4426515245350,10.0,0.0,3.56,4.48,4.48,2024-01-02
285,4425257258118,5.0,23.0,8.74,13.72,11.17,2024-01-02
285,4425657750186,18.0,23.0,29.43,44.85,36.5,2024-01-02
285,9788753794,17.0,0.0,5.85,7.47,7.47,2024-01-02
285,9788773764,10.0,0.0,4.85,6.08,6.08,2024-01-02
285,9772686414,7.11,0.0,3.22,4.58,4.58,2024-01-02
285,4426468959285,6.0,0.0,3.64,5.42,5.42,2024-01-02
285,4427820525271,4.0,0.0,1.4,2.3,2.3,2024-01-02
285,4425250502951,7.0,0.0,3.66,5.12,5.12,2024-01-02
285,4427820528098,5.0,0.0,1.6,2.46,2.46,2024-01-02
285,4425701251678,3.0,23.0,17.2,27.76,22.59,2024-01-02
285,4428045114991,8.0,23.0,0.81,1.33,1.08,2024-01-02
